scenario,min_mu_t,min_gSCR_t,violating_snapshot_count,violating_snapshot_percent,min_relative_margin_rG,median_relative_margin_rG,mean_relative_margin_rG,max_relative_margin_rG,min_local_kappa,median_local_kappa,mean_local_kappa,number_of_binding_nodes,top_5_binding_regions
gSCR-1,-1858.9632164030609,0.9999999999999423,336,100.0,-0.33333333333337184,-0.3333333333333337,-0.3333333333333344,-0.33333333333332577,-2046.2191795209633,42.897671749927305,-2034.7603966375846,37,AT1 0; GB0 0; FI2 0; FR1 0; SE2 0
