scenario_name,optimization_g_min,posthoc_alpha_paper,solver_status,total_annual_system_cost_BEUR_per_year,delta_cost_vs_BASE_BEUR_per_year,delta_cost_vs_BASE_percent,BESS_GFM_GW,BESS_GFL_GW,RES_GW,wind_GW,PV_GW,CCGT_GW,OCGT_GW,gas_total_GW,min_mu_t_alpha_1p5,min_gSCR_t,violating_snapshots_percent_alpha_1p5,own_target_mu_t,solver_wallclock_min
gSCR-GERSH-1p0-INTEGER,1.0,1.5,OPTIMAL,176.07726276510363,0.0,0.0,417.70000000000005,0.0,0.1,0.0,0.1,0.0,0.0,0.0,-3953.875719700078,1.0013461538461526,100.0,1.534516972762066,4.739066668351492
gSCR-GERSH-1p5-INTEGER,1.5,1.5,OPTIMAL,347.97051468842534,171.8932519233217,97.62376426343953,826.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,-1.4886607656362923e-12,1.4999999999999984,0.0,-1.4886607656362923e-12,6.407799998919169
