run_name,scenario_name,horizon_hours,snapshot_count,optimization_g_min,posthoc_alpha_paper,status,objective,solve_time,relative_gap,total_annual_system_cost_BEUR_per_year,installed_BESS_GFM_GW,installed_BESS_GFL_GW,installed_RES_GW,installed_wind_GW,installed_PV_GW,installed_CCGT_GW,installed_OCGT_GW,installed_gas_total_GW,total_invested_blocks,battery_gfl_blocks,battery_gfm_blocks,total_GFM_strength,investment_cost,startup_cost,shutdown_cost,total_storage_discharge,total_storage_charge,final_storage_ratio,min_mu_t_alpha_1p5,min_gSCR_t,violating_snapshots_percent_alpha_1p5,own_target_mu_t,min_gSCR_margin,weakest_bus,weakest_snapshot,near_binding_count,max_AC_branch_loading,AC_overload_count,max_dcline_loading,dcline_overload_count,max_bus_balance_residual,max_storage_state_residual,max_startup_shutdown_residual
H_336h_gmin_1p0_integer_blocks,gSCR-GERSH-1p0-INTEGER,336,336,1.0,1.5,OPTIMAL,1.7607669531317188e11,284.3440001010895,0.003603780242718109,176.07726276510363,417.70000000000005,0.0,0.1,0.0,0.1,0.0,0.0,0.0,4179.0,0.0,4177.0,3.81752e6,1.760766726150946e11,22698.0,0.0,5.193993289645077e7,1.7538033718933813e7,0.9264709059423674,-3953.875719700078,1.0013461538461526,100.0,1.534516972762066,0.0,24,1,628,1.0,0,1.0,0,9.779760148376226e-7,2.175569534301758e-6,0.0
H_336h_gmin_1p5_integer_blocks,gSCR-GERSH-1p5-INTEGER,336,336,1.5,1.5,OPTIMAL,3.479700044989219e11,384.46799993515015,0.00430857605814274,347.97051468842534,826.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,8262.0,0.0,8261.0,5.190463e6,3.4796998409134174e11,20407.5,0.0,5.342809197283691e7,1.8266839640827563e7,0.9256534227613095,-1.4886607656362923e-12,1.4999999999999984,0.0,-1.4886607656362923e-12,0.0,24,1,1194,1.0,0,1.0,0,9.769619282451458e-7,2.175569534301758e-6,0.0
