run_name,scenario_name,horizon_hours,snapshot_count,optimization_g_min,posthoc_alpha_paper,status,objective,solve_time,relative_gap,total_annual_system_cost_BEUR_per_year,installed_BESS_GFM_GW,installed_BESS_GFL_GW,installed_RES_GW,installed_wind_GW,installed_PV_GW,installed_CCGT_GW,installed_OCGT_GW,installed_gas_total_GW,total_invested_blocks,battery_gfl_blocks,battery_gfm_blocks,total_GFM_strength,investment_cost,startup_cost,shutdown_cost,total_storage_discharge,total_storage_charge,final_storage_ratio,min_mu_t_alpha_1p5,min_gSCR_t,violating_snapshots_percent_alpha_1p5,own_target_mu_t,min_gSCR_margin,weakest_bus,weakest_snapshot,near_binding_count,max_AC_branch_loading,AC_overload_count,max_dcline_loading,dcline_overload_count,max_bus_balance_residual,max_storage_state_residual,max_startup_shutdown_residual
H_336h_gmin_0p0_integer_blocks,BASE-INTEGER,336,336,0.0,1.5,OPTIMAL,278.078125,24.133000135421753,0.0026154337809743216,7.23003125e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214434.0,0.0,0.0,7.4179338e7,0.0,278.0,0.0,4.657433160158321e9,4.622604678647025e9,0.9266960790964502,222.7459915986271,2.9999999999999956,0.0,323.02301552427053,236.5,1,1,0,1.0000000000000002,0,1.0,0,9.437871995032765e-7,2.175569534301758e-6,0.0
H_336h_gmin_1p0_integer_blocks,gSCR-GERSH-1p0-INTEGER,336,336,1.0,1.5,OPTIMAL,278.078125,61.39699983596802,0.0017133476881925434,7.23003125e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214434.0,0.0,0.0,7.4177029e7,0.0,278.0,0.0,4.837250826362768e9,4.811346010498375e9,0.936274526626817,222.74590977191215,2.999999999999998,0.0,259.6736270628912,186.5,1,1,0,1.0,0,1.0,0,9.75487637333572e-7,1.7434358596801758e-6,0.0
H_336h_gmin_1p5_integer_blocks,gSCR-GERSH-1p5-INTEGER,336,336,1.5,1.5,OPTIMAL,278.078125,307.0810000896454,0.0,7.23003125e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214434.0,0.0,0.0,7.4179664e7,0.0,278.0,0.0,4.016779099040353e9,3.991405197545801e9,0.9368043784427011,222.747225996884,2.999999999999997,0.0,222.747225996884,150.0,28,1,0,1.0,0,1.0,0,9.481445886194706e-7,1.6838312149047852e-6,0.0
