snapshot,online_gfm_strength,online_gfl_exposure
1.0,11310.0,463.0
2.0,11362.0,666.0
3.0,11362.0,590.0
4.0,11362.0,474.0
5.0,11362.0,486.0
6.0,11362.0,691.0
7.0,11362.0,571.0
8.0,11362.0,645.0
9.0,11362.0,809.0
10.0,11362.0,746.0
11.0,11362.0,756.0
12.0,11362.0,723.0
13.0,11362.0,718.0
14.0,11362.0,716.0
15.0,11362.0,720.0
16.0,11362.0,607.0
17.0,11362.0,744.0
18.0,11362.0,727.0
19.0,11362.0,692.0
20.0,11362.0,778.0
21.0,11362.0,720.0
22.0,11362.0,386.0
23.0,11362.0,388.0
24.0,11362.0,217.0
25.0,11362.0,298.0
26.0,11362.0,715.0
27.0,11362.0,476.0
28.0,11362.0,410.0
29.0,11362.0,296.0
30.0,11362.0,338.0
31.0,11362.0,471.0
32.0,11362.0,391.0
33.0,11362.0,661.0
34.0,11362.0,642.0
35.0,11362.0,670.0
36.0,11362.0,516.0
37.0,11362.0,495.0
38.0,11362.0,399.0
39.0,11362.0,618.0
40.0,11362.0,588.0
41.0,11362.0,503.0
42.0,11362.0,746.0
43.0,11362.0,674.0
44.0,11362.0,629.0
45.0,11362.0,443.0
46.0,11362.0,415.0
47.0,11362.0,476.0
48.0,11362.0,507.0
49.0,11362.0,352.0
50.0,11362.0,580.0
51.0,11362.0,222.0
52.0,11362.0,551.0
53.0,11362.0,205.0
54.0,11362.0,238.0
55.0,11362.0,607.0
56.0,11362.0,714.0
57.0,11362.0,579.0
58.0,11362.0,646.0
59.0,11362.0,353.0
60.0,11362.0,306.0
61.0,11362.0,120.0
62.0,11362.0,578.0
63.0,11362.0,636.0
64.0,11362.0,173.0
65.0,11362.0,669.0
66.0,11362.0,659.0
67.0,11362.0,604.0
68.0,11362.0,572.0
69.0,11362.0,516.0
70.0,11362.0,620.0
71.0,11362.0,459.0
72.0,11362.0,562.0
73.0,11362.0,282.0
74.0,11362.0,533.0
75.0,11362.0,441.0
76.0,11362.0,228.0
77.0,11362.0,665.0
78.0,11362.0,606.0
79.0,11362.0,733.0
80.0,11362.0,807.0
81.0,11362.0,774.0
82.0,11362.0,709.0
83.0,11362.0,662.0
84.0,11362.0,705.0
85.0,11362.0,742.0
86.0,11362.0,634.0
87.0,11362.0,744.0
88.0,11362.0,620.0
89.0,11362.0,784.0
90.0,11362.0,746.0
91.0,11362.0,715.0
92.0,11362.0,807.0
93.0,11362.0,529.0
94.0,11362.0,460.0
95.0,11362.0,690.0
96.0,11362.0,591.0
97.0,11362.0,690.0
98.0,11362.0,435.0
99.0,11362.0,271.0
100.0,11362.0,426.0
101.0,11362.0,418.0
102.0,11362.0,651.0
103.0,11362.0,631.0
104.0,11362.0,697.0
105.0,11362.0,728.0
106.0,11362.0,782.0
107.0,11362.0,803.0
108.0,11362.0,669.0
109.0,11362.0,735.0
110.0,11362.0,725.0
111.0,11362.0,679.0
112.0,11362.0,784.0
113.0,11362.0,691.0
114.0,11362.0,727.0
115.0,11362.0,729.0
116.0,11362.0,630.0
117.0,11362.0,515.0
118.0,11362.0,694.0
119.0,11362.0,575.0
120.0,11362.0,616.0
121.0,11362.0,377.0
122.0,11362.0,265.0
123.0,11362.0,664.0
124.0,11362.0,638.0
125.0,11362.0,573.0
126.0,11362.0,434.0
127.0,11362.0,607.0
128.0,11362.0,656.0
129.0,11362.0,694.0
130.0,11362.0,695.0
131.0,11362.0,652.0
132.0,11362.0,785.0
133.0,11362.0,770.0
134.0,11362.0,673.0
135.0,11362.0,607.0
136.0,11362.0,417.0
137.0,11362.0,521.0
138.0,11362.0,787.0
139.0,11362.0,739.0
140.0,11362.0,619.0
141.0,11362.0,668.0
142.0,11362.0,333.0
143.0,11362.0,334.0
144.0,11362.0,530.0
145.0,11362.0,295.0
146.0,11362.0,387.0
147.0,11362.0,508.0
148.0,11362.0,375.0
149.0,11362.0,652.0
150.0,11362.0,758.0
151.0,11362.0,697.0
152.0,11362.0,707.0
153.0,11362.0,749.0
154.0,11362.0,806.0
155.0,11362.0,769.0
156.0,11362.0,630.0
157.0,11362.0,717.0
158.0,11362.0,686.0
159.0,11362.0,738.0
160.0,11362.0,736.0
161.0,11362.0,664.0
162.0,11362.0,755.0
163.0,11362.0,743.0
164.0,11362.0,691.0
165.0,11362.0,682.0
166.0,11362.0,610.0
167.0,11362.0,600.0
168.0,11362.0,381.0
169.0,11362.0,397.0
170.0,11362.0,603.0
171.0,11362.0,514.0
172.0,11362.0,291.0
173.0,11362.0,304.0
174.0,11362.0,625.0
175.0,11362.0,703.0
176.0,11362.0,665.0
177.0,11362.0,775.0
178.0,11362.0,773.0
179.0,11362.0,630.0
180.0,11362.0,803.0
181.0,11362.0,753.0
182.0,11362.0,740.0
183.0,11362.0,529.0
184.0,11362.0,755.0
185.0,11362.0,695.0
186.0,11362.0,781.0
187.0,11362.0,817.0
188.0,11362.0,798.0
189.0,11362.0,539.0
190.0,11362.0,602.0
191.0,11362.0,433.0
192.0,11362.0,715.0
193.0,11362.0,28.0
194.0,11362.0,442.0
195.0,11362.0,425.0
196.0,11362.0,558.0
197.0,11362.0,349.0
198.0,11362.0,320.0
199.0,11362.0,553.0
200.0,11362.0,321.0
201.0,11362.0,599.0
202.0,11362.0,607.0
203.0,11362.0,414.0
204.0,11362.0,363.0
205.0,11362.0,566.0
206.0,11362.0,683.0
207.0,11362.0,658.0
208.0,11362.0,676.0
209.0,11362.0,590.0
210.0,11362.0,689.0
211.0,11362.0,688.0
212.0,11362.0,413.0
213.0,11362.0,403.0
214.0,11362.0,286.0
215.0,11362.0,631.0
216.0,11362.0,460.0
217.0,11362.0,555.0
218.0,11362.0,293.0
219.0,11362.0,356.0
220.0,11362.0,358.0
221.0,11362.0,259.0
222.0,11362.0,701.0
223.0,11362.0,300.0
224.0,11362.0,202.0
225.0,11362.0,471.0
226.0,11362.0,521.0
227.0,11362.0,677.0
228.0,11362.0,368.0
229.0,11362.0,356.0
230.0,11362.0,639.0
231.0,11362.0,665.0
232.0,11362.0,513.0
233.0,11362.0,145.0
234.0,11362.0,506.0
235.0,11362.0,682.0
236.0,11362.0,370.0
237.0,11362.0,592.0
238.0,11362.0,625.0
239.0,11362.0,405.0
240.0,11362.0,146.0
241.0,11362.0,501.0
242.0,11362.0,324.0
243.0,11362.0,270.0
244.0,11362.0,607.0
245.0,11362.0,586.0
246.0,11362.0,258.0
247.0,11362.0,700.0
248.0,11362.0,797.0
249.0,11362.0,777.0
250.0,11362.0,717.0
251.0,11362.0,791.0
252.0,11362.0,745.0
253.0,11362.0,715.0
254.0,11362.0,719.0
255.0,11362.0,766.0
256.0,11362.0,732.0
257.0,11362.0,768.0
258.0,11362.0,783.0
259.0,11362.0,764.0
260.0,11362.0,799.0
261.0,11362.0,814.0
262.0,11362.0,529.0
263.0,11362.0,508.0
264.0,11362.0,721.0
265.0,11362.0,239.0
266.0,11362.0,289.0
267.0,11362.0,426.0
268.0,11362.0,469.0
269.0,11362.0,591.0
270.0,11362.0,434.0
271.0,11362.0,266.0
272.0,11362.0,737.0
273.0,11362.0,546.0
