snapshot,bus,margin,sigma0_G,battery_gfm_contribution
1.0,24.0,0.0,0.0,5.0
2.0,29.0,0.0,0.0,4955.0
2.0,26.0,0.0,0.0,30.0
3.0,29.0,0.0,0.0,4955.0
4.0,24.0,0.0,0.0,5.0
4.0,29.0,0.0,0.0,4955.0
5.0,29.0,0.0,0.0,4955.0
6.0,24.0,0.0,0.0,5.0
6.0,3.0,0.0,0.0,5.0
6.0,29.0,0.0,0.0,4955.0
7.0,24.0,0.0,0.0,5.0
7.0,29.0,0.0,0.0,4955.0
8.0,24.0,0.0,0.0,5.0
8.0,3.0,0.0,0.0,5.0
8.0,29.0,0.0,0.0,4955.0
8.0,26.0,0.0,0.0,30.0
9.0,24.0,0.0,0.0,5.0
9.0,3.0,0.0,0.0,5.0
9.0,29.0,0.0,0.0,4955.0
10.0,24.0,0.0,0.0,5.0
