snapshot,online_gfm_strength,online_gfl_exposure
1.0,220780.0,6845.0
2.0,220780.0,6844.0
3.0,220780.0,6846.0
4.0,220780.0,6855.0
5.0,220780.0,6865.0
6.0,220780.0,6892.0
7.0,220780.0,6900.0
8.0,220783.0,6900.0
9.0,220783.0,6900.0
10.0,220783.0,6900.0
11.0,220782.0,6900.0
12.0,220782.0,6900.0
13.0,220783.0,6900.0
14.0,220783.0,6900.0
15.0,220783.0,6900.0
16.0,220782.0,6900.0
17.0,220781.0,6900.0
18.0,220781.0,6900.0
19.0,220781.0,6900.0
20.0,220781.0,6900.0
21.0,220781.0,6900.0
22.0,220781.0,6897.0
23.0,220781.0,6877.0
24.0,220781.0,6864.0
25.0,220781.0,6856.0
26.0,220781.0,6853.0
27.0,220781.0,6855.0
28.0,220781.0,6860.0
29.0,220781.0,6870.0
30.0,220781.0,6896.0
31.0,220781.0,6900.0
32.0,220781.0,6900.0
33.0,220781.0,6900.0
34.0,220781.0,6900.0
35.0,220781.0,6900.0
36.0,220781.0,6900.0
37.0,220781.0,6900.0
38.0,220781.0,6900.0
39.0,220781.0,6900.0
40.0,220781.0,6900.0
41.0,220781.0,6900.0
42.0,220781.0,6900.0
43.0,220781.0,6900.0
44.0,220781.0,6900.0
45.0,220781.0,6900.0
46.0,220781.0,6900.0
47.0,220781.0,6884.0
48.0,220781.0,6869.0
49.0,220781.0,6865.0
50.0,220781.0,6861.0
51.0,220781.0,6862.0
52.0,220781.0,6865.0
53.0,220781.0,6875.0
54.0,220781.0,6900.0
55.0,220781.0,6900.0
56.0,220781.0,6900.0
57.0,220781.0,6900.0
58.0,220781.0,6900.0
59.0,220781.0,6900.0
60.0,220781.0,6900.0
61.0,220781.0,6900.0
62.0,220781.0,6900.0
63.0,220781.0,6900.0
64.0,220781.0,6900.0
65.0,220781.0,6900.0
66.0,220781.0,6900.0
67.0,220780.0,6900.0
68.0,220780.0,6900.0
69.0,220780.0,6900.0
70.0,220780.0,6897.0
71.0,220780.0,6881.0
72.0,220780.0,6862.0
73.0,220780.0,6858.0
74.0,220780.0,6855.0
75.0,220780.0,6854.0
76.0,220780.0,6856.0
77.0,220780.0,6868.0
78.0,220780.0,6894.0
79.0,220780.0,6900.0
80.0,220780.0,6900.0
81.0,220780.0,6900.0
82.0,220780.0,6900.0
83.0,220780.0,6900.0
84.0,220780.0,6900.0
85.0,220780.0,6900.0
86.0,220779.0,6900.0
87.0,220779.0,6900.0
88.0,220779.0,6900.0
89.0,220779.0,6900.0
90.0,220779.0,6900.0
91.0,220778.0,6900.0
92.0,220778.0,6900.0
93.0,220778.0,6900.0
94.0,220778.0,6892.0
95.0,220778.0,6874.0
96.0,220778.0,6861.0
97.0,220778.0,6855.0
98.0,220778.0,6853.0
99.0,220778.0,6854.0
100.0,220778.0,6857.0
101.0,220778.0,6871.0
102.0,220778.0,6894.0
103.0,220778.0,6900.0
104.0,220778.0,6900.0
105.0,220778.0,6900.0
106.0,220778.0,6900.0
107.0,220778.0,6900.0
108.0,220778.0,6900.0
109.0,220778.0,6900.0
110.0,220778.0,6900.0
111.0,220778.0,6900.0
112.0,220778.0,6900.0
113.0,220778.0,6900.0
114.0,220778.0,6900.0
115.0,220778.0,6900.0
116.0,220777.0,6900.0
117.0,220776.0,6892.0
118.0,220776.0,6884.0
119.0,220776.0,6874.0
120.0,220776.0,6866.0
121.0,220776.0,6859.0
122.0,220776.0,6856.0
123.0,220776.0,6857.0
124.0,220776.0,6858.0
125.0,220776.0,6861.0
126.0,220776.0,6865.0
127.0,220776.0,6876.0
128.0,220776.0,6890.0
129.0,220776.0,6900.0
130.0,220776.0,6900.0
131.0,220776.0,6900.0
132.0,220776.0,6900.0
133.0,220776.0,6900.0
134.0,220776.0,6900.0
135.0,220776.0,6900.0
136.0,220776.0,6900.0
137.0,220776.0,6900.0
138.0,220776.0,6900.0
139.0,220776.0,6900.0
140.0,220776.0,6897.0
141.0,220776.0,6888.0
142.0,220776.0,6881.0
143.0,220776.0,6874.0
144.0,220776.0,6865.0
145.0,220776.0,6858.0
146.0,220776.0,6853.0
147.0,220776.0,6850.0
148.0,220776.0,6849.0
149.0,220776.0,6852.0
150.0,220776.0,6856.0
151.0,220776.0,6862.0
152.0,220776.0,6870.0
153.0,220776.0,6877.0
154.0,220776.0,6886.0
155.0,220776.0,6886.0
156.0,220776.0,6883.0
157.0,220776.0,6880.0
158.0,220776.0,6880.0
159.0,220776.0,6884.0
160.0,220776.0,6890.0
