snapshot,online_gfm_strength,online_gfl_exposure
1.0,220776.0,6900.0
2.0,220776.0,6900.0
3.0,220776.0,6900.0
4.0,220776.0,6900.0
5.0,220778.0,6900.0
6.0,220778.0,6900.0
7.0,220778.0,6900.0
8.0,220778.0,6900.0
9.0,220778.0,6900.0
10.0,220779.0,6900.0
11.0,220777.0,6900.0
12.0,220776.0,6900.0
13.0,220776.0,6900.0
14.0,220776.0,6900.0
15.0,220776.0,6900.0
16.0,220776.0,6900.0
17.0,220776.0,6900.0
18.0,220776.0,6900.0
19.0,220776.0,6900.0
20.0,220776.0,6900.0
21.0,220776.0,6900.0
22.0,220776.0,6900.0
23.0,220776.0,6900.0
24.0,220776.0,6900.0
25.0,220776.0,6900.0
26.0,220776.0,6900.0
27.0,220776.0,6900.0
28.0,220776.0,6900.0
29.0,220776.0,6900.0
30.0,220776.0,6900.0
31.0,220776.0,6900.0
32.0,220776.0,6900.0
33.0,220776.0,6900.0
34.0,220776.0,6900.0
35.0,220775.0,6900.0
36.0,220775.0,6900.0
37.0,220775.0,6900.0
38.0,220775.0,6900.0
39.0,220775.0,6900.0
40.0,220775.0,6900.0
41.0,220775.0,6900.0
42.0,220775.0,6900.0
43.0,220775.0,6900.0
44.0,220775.0,6900.0
45.0,220775.0,6900.0
46.0,220775.0,6900.0
47.0,220775.0,6900.0
48.0,220775.0,6900.0
49.0,220775.0,6900.0
50.0,220775.0,6900.0
51.0,220775.0,6900.0
52.0,220775.0,6900.0
53.0,220775.0,6900.0
54.0,220775.0,6900.0
55.0,220775.0,6900.0
56.0,220775.0,6900.0
57.0,220775.0,6900.0
58.0,220775.0,6900.0
59.0,220775.0,6900.0
60.0,220775.0,6900.0
61.0,220775.0,6900.0
62.0,220775.0,6900.0
63.0,220775.0,6900.0
64.0,220774.0,6900.0
65.0,220774.0,6900.0
66.0,220773.0,6900.0
67.0,220772.0,6900.0
68.0,220772.0,6900.0
69.0,220772.0,6900.0
70.0,220772.0,6900.0
71.0,220772.0,6900.0
72.0,220772.0,6900.0
73.0,220772.0,6900.0
74.0,220772.0,6900.0
75.0,220772.0,6900.0
76.0,220772.0,6900.0
77.0,220772.0,6900.0
78.0,220772.0,6900.0
79.0,220772.0,6900.0
80.0,220772.0,6900.0
81.0,220772.0,6900.0
82.0,220772.0,6900.0
83.0,220772.0,6900.0
84.0,220772.0,6900.0
85.0,220772.0,6900.0
86.0,220772.0,6900.0
87.0,220772.0,6900.0
88.0,220772.0,6900.0
89.0,220772.0,6900.0
90.0,220773.0,6900.0
91.0,220769.0,6900.0
92.0,220768.0,6900.0
93.0,220768.0,6900.0
94.0,220768.0,6900.0
95.0,220768.0,6900.0
96.0,220768.0,6900.0
97.0,220768.0,6900.0
98.0,220768.0,6900.0
99.0,220768.0,6900.0
100.0,220768.0,6900.0
101.0,220768.0,6900.0
102.0,220768.0,6900.0
103.0,220769.0,6900.0
104.0,220769.0,6900.0
105.0,220769.0,6900.0
106.0,220769.0,6900.0
107.0,220769.0,6900.0
108.0,220769.0,6900.0
109.0,220768.0,6900.0
110.0,220768.0,6900.0
111.0,220768.0,6900.0
112.0,220768.0,6900.0
113.0,220768.0,6900.0
114.0,220768.0,6900.0
115.0,220768.0,6900.0
116.0,220767.0,6900.0
117.0,220767.0,6900.0
118.0,220767.0,6900.0
119.0,220767.0,6900.0
120.0,220767.0,6900.0
121.0,220767.0,6900.0
122.0,220767.0,6900.0
123.0,220767.0,6900.0
124.0,220767.0,6900.0
125.0,220767.0,6900.0
126.0,220767.0,6900.0
127.0,220767.0,6900.0
128.0,220767.0,6900.0
129.0,220767.0,6900.0
130.0,220767.0,6900.0
131.0,220767.0,6900.0
132.0,220767.0,6900.0
133.0,220767.0,6900.0
134.0,220767.0,6900.0
135.0,220767.0,6900.0
136.0,220767.0,6900.0
137.0,220767.0,6900.0
138.0,220767.0,6900.0
139.0,220767.0,6900.0
140.0,220767.0,6900.0
141.0,220767.0,6900.0
142.0,220767.0,6900.0
143.0,220767.0,6900.0
144.0,220767.0,6900.0
145.0,220767.0,6900.0
146.0,220767.0,6900.0
147.0,220767.0,6900.0
148.0,220767.0,6900.0
149.0,220767.0,6900.0
150.0,220767.0,6900.0
151.0,220767.0,6900.0
152.0,220767.0,6900.0
153.0,220767.0,6900.0
154.0,220767.0,6900.0
155.0,220767.0,6900.0
156.0,220767.0,6900.0
157.0,220767.0,6900.0
158.0,220767.0,6900.0
159.0,220767.0,6900.0
160.0,220767.0,6900.0
161.0,220767.0,6900.0
162.0,220767.0,6900.0
163.0,220767.0,6900.0
164.0,220767.0,6900.0
165.0,220767.0,6900.0
166.0,220767.0,6900.0
167.0,220767.0,6900.0
168.0,220767.0,6900.0
169.0,220767.0,6900.0
170.0,220767.0,6900.0
171.0,220767.0,6900.0
172.0,220767.0,6900.0
173.0,220767.0,6900.0
174.0,220767.0,6900.0
175.0,220767.0,6900.0
176.0,220767.0,6900.0
177.0,220767.0,6900.0
178.0,220767.0,6900.0
179.0,220767.0,6900.0
180.0,220767.0,6900.0
181.0,220767.0,6900.0
182.0,220767.0,6900.0
183.0,220766.0,6900.0
184.0,220766.0,6900.0
185.0,220766.0,6900.0
186.0,220766.0,6900.0
187.0,220766.0,6900.0
188.0,220766.0,6900.0
189.0,220766.0,6900.0
190.0,220766.0,6900.0
191.0,220766.0,6900.0
192.0,220766.0,6900.0
193.0,220766.0,6900.0
194.0,220766.0,6900.0
195.0,220766.0,6900.0
196.0,220766.0,6900.0
197.0,220766.0,6900.0
198.0,220766.0,6900.0
199.0,220766.0,6900.0
200.0,220766.0,6900.0
201.0,220766.0,6900.0
202.0,220766.0,6900.0
203.0,220766.0,6900.0
204.0,220766.0,6900.0
205.0,220766.0,6900.0
206.0,220765.0,6900.0
207.0,220765.0,6900.0
208.0,220765.0,6900.0
209.0,220765.0,6900.0
210.0,220765.0,6900.0
211.0,220765.0,6900.0
212.0,220765.0,6900.0
213.0,220765.0,6900.0
214.0,220765.0,6900.0
215.0,220765.0,6900.0
216.0,220765.0,6900.0
217.0,220765.0,6900.0
218.0,220765.0,6900.0
219.0,220765.0,6900.0
220.0,220765.0,6900.0
221.0,220765.0,6900.0
222.0,220765.0,6900.0
223.0,220765.0,6900.0
224.0,220765.0,6900.0
225.0,220765.0,6900.0
226.0,220765.0,6900.0
227.0,220765.0,6900.0
228.0,220765.0,6900.0
229.0,220765.0,6900.0
230.0,220765.0,6900.0
231.0,220765.0,6900.0
232.0,220765.0,6900.0
233.0,220765.0,6900.0
234.0,220765.0,6900.0
235.0,220765.0,6900.0
236.0,220765.0,6900.0
237.0,220765.0,6900.0
238.0,220765.0,6900.0
239.0,220765.0,6900.0
240.0,220765.0,6900.0
241.0,220765.0,6900.0
242.0,220765.0,6900.0
243.0,220765.0,6900.0
244.0,220765.0,6900.0
245.0,220765.0,6900.0
246.0,220765.0,6900.0
247.0,220765.0,6900.0
248.0,220765.0,6900.0
249.0,220764.0,6900.0
250.0,220764.0,6900.0
251.0,220764.0,6900.0
252.0,220764.0,6900.0
253.0,220764.0,6900.0
254.0,220764.0,6900.0
255.0,220764.0,6900.0
256.0,220764.0,6900.0
257.0,220764.0,6900.0
258.0,220764.0,6900.0
259.0,220764.0,6900.0
260.0,220764.0,6900.0
261.0,220764.0,6900.0
262.0,220764.0,6900.0
263.0,220764.0,6900.0
264.0,220764.0,6900.0
265.0,220763.0,6900.0
266.0,220763.0,6900.0
267.0,220762.0,6900.0
268.0,220762.0,6900.0
269.0,220762.0,6900.0
270.0,220762.0,6900.0
271.0,220762.0,6900.0
272.0,220761.0,6900.0
273.0,220761.0,6900.0
274.0,220761.0,6900.0
275.0,220761.0,6900.0
276.0,220761.0,6900.0
277.0,220761.0,6900.0
278.0,220761.0,6900.0
279.0,220760.0,6900.0
280.0,220760.0,6900.0
281.0,220760.0,6900.0
282.0,220759.0,6900.0
283.0,220758.0,6900.0
284.0,220755.0,6900.0
285.0,220753.0,6900.0
286.0,220751.0,6900.0
287.0,220749.0,6900.0
288.0,220749.0,6900.0
289.0,220748.0,6900.0
290.0,220748.0,6900.0
291.0,220748.0,6900.0
292.0,220748.0,6900.0
293.0,220747.0,6900.0
294.0,220747.0,6900.0
295.0,220747.0,6900.0
296.0,220747.0,6900.0
297.0,220747.0,6900.0
298.0,220747.0,6900.0
299.0,220747.0,6900.0
300.0,220747.0,6900.0
301.0,220747.0,6900.0
302.0,220747.0,6900.0
303.0,220747.0,6900.0
304.0,220747.0,6900.0
305.0,220747.0,6900.0
306.0,220747.0,6900.0
307.0,220747.0,6900.0
308.0,220744.0,6900.0
309.0,220744.0,6900.0
310.0,220744.0,6900.0
311.0,220744.0,6900.0
312.0,220744.0,6900.0
313.0,220744.0,6833.0
314.0,220744.0,6833.0
315.0,220744.0,6833.0
316.0,220744.0,6833.0
317.0,220744.0,6833.0
318.0,220744.0,6833.0
319.0,220744.0,6900.0
