snapshot,online_gfm_strength,online_gfl_exposure
1.0,5845.433267235481,2788.9720086188463
2.0,6009.433267235481,3090.389417696509
3.0,6087.433267235481,3095.482841187123
4.0,6284.0,3182.482841187123
5.0,6284.0,3646.1459464331347
6.0,6287.0,3881.145946433135
7.0,6299.0,4381.567159866453
8.0,6299.0,4446.743039981446
9.0,6299.0,4638.320340134432
10.0,6316.0,4680.336692242215
11.0,6316.0,4680.336692242215
12.0,6316.0,4680.336692242215
13.0,6316.0,4680.336692242215
14.0,6316.0,4680.336692242215
15.0,6316.0,4680.336692242215
16.0,6316.0,4680.336692242215
17.0,6316.0,4680.336692242215
18.0,6316.0,4680.336692242215
19.0,6316.0,4680.336692242215
20.0,6316.0,4680.336692242215
21.0,6315.0,4680.336692242215
22.0,6314.0,4680.336692242215
23.0,6314.0,4680.336692242215
24.0,6313.0,4595.030722497356
