run_name,scenario_name,horizon_hours,snapshot_count,optimization_g_min,posthoc_alpha_paper,status,objective,solve_time,relative_gap,total_annual_system_cost_BEUR_per_year,installed_BESS_GFM_GW,installed_BESS_GFL_GW,installed_RES_GW,installed_wind_GW,installed_PV_GW,installed_CCGT_GW,installed_OCGT_GW,installed_gas_total_GW,total_invested_blocks,battery_gfl_blocks,battery_gfm_blocks,total_GFM_strength,investment_cost,startup_cost,shutdown_cost,total_storage_discharge,total_storage_charge,final_storage_ratio,min_mu_t_alpha_1p5,min_gSCR_t,violating_snapshots_percent_alpha_1p5,own_target_mu_t,min_gSCR_margin,weakest_bus,weakest_snapshot,near_binding_count,max_AC_branch_loading,AC_overload_count,max_dcline_loading,dcline_overload_count,max_bus_balance_residual,max_storage_state_residual,max_startup_shutdown_residual
H_336h_gmin_0p0_integer_blocks,BASE-INTEGER,336,336,0.0,1.5,OPTIMAL,0.078125,40.44199991226196,0.0,2.03125e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.122456e6,0.0,0.0,0.0,3.442334977920158e7,3.014425356944263e6,0.9304132923533994,-172400.6820624249,0.003422952395491217,100.0,13.342760953515246,0.0,28,1,1319,1.0,0,1.0,0,9.339230473415228e-7,2.16066837310791e-6,0.0
