scenario_name,optimization_g_min,posthoc_alpha_paper,solver_status,total_annual_system_cost_BEUR_per_year,delta_cost_vs_BASE_BEUR_per_year,delta_cost_vs_BASE_percent,BESS_GFM_GW,BESS_GFL_GW,RES_GW,wind_GW,PV_GW,CCGT_GW,OCGT_GW,gas_total_GW,min_mu_t_alpha_1p5,min_gSCR_t,violating_snapshots_percent_alpha_1p5,own_target_mu_t,solver_wallclock_min
BASE-INTEGER,0.0,1.5,OPTIMAL,2.03125e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-172400.6820624249,0.003422952395491217,100.0,13.342760953515246,0.6740333318710328
