scenario_name,t,min_mu_t_alpha_1p5,gSCR_t,relative_margin_r_t,min_local_kappa,median_local_kappa,number_binding_nodes,number_violating_nodes_if_any,total_GFL_exposure,total_GFM_strength
BASE-INTEGER,190.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,191.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,192.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,193.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,194.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,195.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,196.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,197.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,198.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,199.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,200.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,201.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,202.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,203.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,204.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,205.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,206.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,207.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,208.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,209.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,210.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,211.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,212.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,213.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,214.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,215.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,216.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,217.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,218.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,219.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,220.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,221.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,222.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,223.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,224.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,225.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,226.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,227.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,228.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,229.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,230.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,231.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,232.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,233.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,234.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,235.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,236.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,237.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,238.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,239.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,240.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,241.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,242.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,243.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,244.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,245.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,246.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,247.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,248.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,249.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,250.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,251.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,252.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,253.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,254.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,255.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,256.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,257.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,258.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,259.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,260.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,261.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,262.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,263.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,264.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,265.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,266.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,267.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,268.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,269.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,270.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,271.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,272.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,273.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,274.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,275.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,276.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,277.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,278.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,279.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,280.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,281.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,282.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,283.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,284.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,285.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,286.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,287.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,288.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,289.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,290.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,291.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,292.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,293.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,294.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,295.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,296.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,297.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,298.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,299.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,300.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,301.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,302.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,303.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,304.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,305.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,306.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,307.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,308.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,309.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,310.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,311.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,312.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,313.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,314.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,315.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,316.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,317.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,318.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,319.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,320.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,321.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,322.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,323.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,324.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,325.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,326.0,-172400.6820624249,0.0034229558883625763,-0.9977180294077583,-172932.0,-3561.5,36.0,36.0,357390.0,11078.0
BASE-INTEGER,327.0,-172400.68206242484,0.003422952395491217,-0.9977180317363392,-172932.0,-3561.5,36.0,36.0,357390.0,11063.0
BASE-INTEGER,328.0,-172400.68206242484,0.003422952395491217,-0.9977180317363392,-172932.0,-3561.5,36.0,36.0,357390.0,11063.0
BASE-INTEGER,329.0,-172400.68206242484,0.003422952395491217,-0.9977180317363392,-172932.0,-3561.5,36.0,36.0,357390.0,11063.0
BASE-INTEGER,330.0,-172400.68206242484,0.003422952395491217,-0.9977180317363392,-172932.0,-3561.5,36.0,36.0,357390.0,11063.0
BASE-INTEGER,331.0,-172400.68206242484,0.003422952395491217,-0.9977180317363392,-172932.0,-3561.5,36.0,36.0,357390.0,11063.0
BASE-INTEGER,332.0,-172400.68206242484,0.003422952395491217,-0.9977180317363392,-172932.0,-3561.5,36.0,36.0,357390.0,11063.0
BASE-INTEGER,333.0,-172400.68206242484,0.003422952395491217,-0.9977180317363392,-172932.0,-3561.5,36.0,36.0,357390.0,11063.0
BASE-INTEGER,334.0,-172400.68206242484,0.003422952395491217,-0.9977180317363392,-172932.0,-3561.5,36.0,36.0,357390.0,11063.0
BASE-INTEGER,335.0,-172400.68206242484,0.003422952395491217,-0.9977180317363392,-172932.0,-3561.5,36.0,36.0,357390.0,11063.0
BASE-INTEGER,336.0,-172400.68206242484,0.003422952395491217,-0.9977180317363392,-172932.0,-3561.5,36.0,36.0,357390.0,11063.0
