snapshot,mu_t,min_mu_t_alpha_1p5,gSCR_t,relative_margin_rG,min_kappa,median_kappa,min_kappa_bus,binding_node_count,violating_node_count,total_GFL_exposure,total_GFM_strength,local_relative_slack_min,gershgorin_conservatism_gap
12.0,-1.5169929398918012e-13,-1.5169929398918012e-13,1.499999999999999,-7.401486830834377e-16,-9.094947017729282e-13,0.0,31.0,24.0,0.0,39860.592422468784,63247.44245483513,-6.063298011819521e-13,9.083844787483031e-13
13.0,-2.80137883542675e-13,-2.80137883542675e-13,1.4999999999999993,-4.440892098500626e-16,-2.2737367544323206e-13,0.0,20.0,24.0,0.0,38486.580398097096,63247.44245483513,-1.5158245029548803e-13,2.2670754162845697e-13
14.0,-1.1789341171277848e-13,-1.1789341171277848e-13,1.5,0.0,-4.547473508864641e-13,0.0,33.0,22.0,0.0,36300.55979007396,63247.44245483513,-3.0316490059097606e-13,4.547473508864641e-13
15.0,-1.205288827577415e-13,-1.205288827577415e-13,1.4999999999999998,-1.4802973661668753e-16,-2.2737367544323206e-13,0.0,20.0,20.0,0.0,34558.5083652448,63247.44245483513,-1.5158245029548803e-13,2.2715163083830703e-13
16.0,-1.8867126089964984e-13,-1.8867126089964984e-13,1.5,0.0,-2.2737367544323206e-13,2.2737367544323206e-13,20.0,20.0,0.0,35720.381150316905,63247.44245483513,-1.5158245029548803e-13,2.2737367544323206e-13
17.0,-2.508841835217898e-13,-2.508841835217898e-13,1.5000000000000004,2.9605947323337506e-16,-4.547473508864641e-13,0.0,33.0,23.0,0.0,36800.55979007396,63247.44245483513,-3.0316490059097606e-13,4.551914400963142e-13
18.0,-2.596625341162407e-13,-2.596625341162407e-13,1.4999999999999996,-2.9605947323337506e-16,-4.547473508864641e-13,0.0,33.0,26.0,0.0,40261.469917751674,63247.44245483513,-3.0316490059097606e-13,4.5430326167661406e-13
19.0,-2.596625341162407e-13,-2.596625341162407e-13,1.4999999999999996,-2.9605947323337506e-16,-4.547473508864641e-13,0.0,33.0,26.0,0.0,40261.469917751674,63247.44245483513,-3.0316490059097606e-13,4.5430326167661406e-13
20.0,-2.791189277981584e-13,-2.791189277981584e-13,1.5,0.0,-2.2737367544323206e-13,0.0,20.0,22.0,0.0,35883.59027962993,63247.44245483513,-1.5158245029548803e-13,2.2737367544323206e-13
21.0,-3.1281758356843553e-13,-3.1281758356843553e-13,1.499999999999999,-7.401486830834377e-16,-2.2737367544323206e-13,0.0,20.0,21.0,0.0,35524.085257797284,63247.44245483513,-1.5158245029548803e-13,2.262634524186069e-13
22.0,-4.5023879974676674e-13,-4.5023879974676674e-13,1.499999999999999,-7.401486830834377e-16,-9.094947017729282e-13,0.0,31.0,22.0,0.0,36660.10586582041,63247.44245483513,-6.063298011819521e-13,9.083844787483031e-13
23.0,-2.194634915905248e-13,-2.194634915905248e-13,1.4999999999999993,-4.440892098500626e-16,-2.2737367544323206e-13,0.0,20.0,20.0,0.0,34943.54749374086,63247.44245483513,-1.5158245029548803e-13,2.2670754162845697e-13
24.0,-3.3931309435524424e-13,-3.3931309435524424e-13,1.4999999999999993,-4.440892098500626e-16,-9.094947017729282e-13,0.0,31.0,20.0,0.0,34943.54749374086,63247.44245483513,-6.063298011819521e-13,9.088285679581531e-13
25.0,-2.90941617373964e-13,-2.90941617373964e-13,1.5,0.0,-9.094947017729282e-13,2.2737367544323206e-13,31.0,20.0,0.0,34943.54749374086,63247.44245483513,-6.063298011819521e-13,9.094947017729282e-13
26.0,-2.63663917160268e-13,-2.63663917160268e-13,1.5,0.0,-9.094947017729282e-13,2.2737367544323206e-13,31.0,19.0,0.0,33350.59558432552,63247.44245483513,-6.063298011819521e-13,9.094947017729282e-13
27.0,-2.242584572675184e-13,-2.242584572675184e-13,1.4999999999999998,-1.4802973661668753e-16,-9.094947017729282e-13,35.773503972210904,31.0,18.0,0.0,30741.579698301928,63247.44245483513,-6.063298011819521e-13,9.092726571680032e-13
28.0,-3.850929666953356e-13,-3.850929666953356e-13,1.4999999999999996,-2.9605947323337506e-16,-9.094947017729282e-13,35.773503972210904,31.0,18.0,0.0,31895.48479487889,63247.44245483513,-6.063298011819521e-13,9.090506125630782e-13
29.0,-3.347615699929592e-13,-3.347615699929592e-13,1.4999999999999996,-2.9605947323337506e-16,-2.2737367544323206e-13,0.0,20.0,19.0,0.0,33637.24069717501,63247.44245483513,-1.5158245029548803e-13,2.26929586233382e-13
30.0,-1.530687295596242e-13,-1.530687295596242e-13,1.5,0.0,-4.547473508864641e-13,35.773503972210904,33.0,18.0,0.0,30793.325482454664,63247.44245483513,-3.0316490059097606e-13,4.547473508864641e-13
31.0,-5.657764705107184e-13,-5.657764705107184e-13,1.5,0.0,-9.094947017729282e-13,35.773503972210904,31.0,18.0,0.0,32322.34622262384,63247.44245483513,-6.063298011819521e-13,9.094947017729282e-13
