snapshot,mu_t,min_mu_t_alpha_1p5,gSCR_t,relative_margin_rG,min_kappa,median_kappa,min_kappa_bus,binding_node_count,violating_node_count,total_GFL_exposure,total_GFM_strength,local_relative_slack_min,gershgorin_conservatism_gap
1.0,8.49243527732543,8.49243527732543,1.5069692515867361,0.004646167724490742,0.0,4.0,24.0,2.0,0.0,35250.0,63500.5,0.0,0.006969251586736114
2.0,3.4999999999999334,3.4999999999999334,1.5019444444444434,0.0012962962962956108,0.0,150.0,24.0,3.0,0.0,28400.0,63500.5,0.0,0.0019444444444434161
3.0,13.667077002199239,13.667077002199239,1.5060308246673975,0.004020549778264974,0.0,150.0,9.0,2.0,0.0,27900.0,63575.5,0.0,0.006030824667397461
4.0,3.4999999999993703,3.4999999999993703,1.5019444444444432,0.0012962962962954627,0.0,75.0,24.0,3.0,0.0,30050.0,63575.5,0.0,0.001944444444443194
5.0,3.500000000000079,3.500000000000079,1.5019444444444432,0.0012962962962954627,0.0,75.0,24.0,3.0,0.0,33950.0,63710.5,0.0,0.001944444444443194
6.0,2.499999999999969,2.499999999999969,1.500892857142858,0.0005952380952386113,0.0,75.0,24.0,3.0,0.0,35150.0,63710.5,0.0,0.0008928571428579168
7.0,2.5000000000000986,2.5000000000000986,1.500892857142857,0.0005952380952380191,0.0,3.4999999999999716,24.0,5.0,0.0,39650.0,63710.5,0.0,0.0008928571428570287
8.0,1.1828270759443844,1.1828270759443844,1.5019444444444447,0.001296296296296499,0.0,3.0,24.0,5.0,0.0,41590.0,63710.5,0.0,0.0019444444444447484
9.0,1.1828270759444484,1.1828270759444484,1.5008928571428584,0.0005952380952389073,0.0,3.5,24.0,4.0,0.0,40100.0,63710.5,0.0,0.0008928571428583609
10.0,1.1828270759444006,1.1828270759444006,1.500892857142857,0.0005952380952380191,0.0,3.0,24.0,6.0,0.0,41290.0,63710.5,0.0,0.0008928571428570287
11.0,-1.3517434876574334e-14,-1.3517434876574334e-14,1.4999999999999998,-1.4802973661668753e-16,0.0,2.5,24.0,8.0,0.0,40790.0,63710.5,0.0,-2.220446049250313e-16
12.0,1.182827075944326,1.182827075944326,1.5019444444444447,0.001296296296296499,0.0,3.4999999999999716,24.0,5.0,0.0,35750.0,63710.5,0.0,0.0019444444444447484
13.0,1.182827075944319,1.182827075944319,1.501944444444443,0.0012962962962953146,0.0,3.0,24.0,5.0,0.0,38250.0,63710.5,0.0,0.001944444444442972
14.0,-5.952659874444556e-14,-5.952659874444556e-14,1.5000000000000009,5.921189464667501e-16,0.0,3.0,24.0,6.0,0.0,40150.0,63710.5,0.0,8.881784197001252e-16
15.0,1.1828270759443513,1.1828270759443513,1.5008928571428573,0.0005952380952381672,0.0,3.4999999999999716,24.0,5.0,0.0,35550.0,63710.5,0.0,0.0008928571428572507
16.0,1.1828270759444053,1.1828270759444053,1.501944444444443,0.0012962962962953146,0.0,3.0,24.0,4.0,0.0,39200.0,63710.5,0.0,0.001944444444442972
17.0,5.978233485309162e-14,5.978233485309162e-14,1.4999999999999993,-4.440892098500626e-16,0.0,3.0,24.0,7.0,0.0,40590.0,63710.5,0.0,-6.661338147750939e-16
18.0,2.5000000000000284,2.5000000000000284,1.500892857142857,0.0005952380952380191,0.0,3.0,24.0,4.0,0.0,41100.0,63710.5,0.0,0.0008928571428570287
19.0,1.1828270759444313,1.1828270759444313,1.5008928571428577,0.0005952380952384632,0.0,3.5,24.0,4.0,0.0,40100.0,63710.5,0.0,0.0008928571428576948
20.0,3.500000000000098,3.500000000000098,1.501944444444444,0.001296296296296055,0.0,3.0,24.0,5.0,0.0,39250.0,63710.5,0.0,0.0019444444444440823
21.0,1.1828270759441482,1.1828270759441482,1.5019444444444447,0.001296296296296499,0.0,3.4999999999999716,24.0,5.0,0.0,39000.0,63710.5,0.0,0.0019444444444447484
22.0,1.1828270759441568,1.1828270759441568,1.5019444444444434,0.0012962962962956108,0.0,3.5,24.0,5.0,0.0,34850.0,63710.5,0.0,0.0019444444444434161
23.0,1.1828270759444,1.1828270759444,1.5055517190996057,0.0037011460664038154,0.0,4.0,24.0,4.0,0.0,34300.0,63710.5,0.0,0.005551719099605723
24.0,1.1828270759443866,1.1828270759443866,1.5019444444444443,0.0012962962962962028,0.0,32.5,9.0,3.0,0.0,33450.0,63710.5,0.0,0.0019444444444443043
25.0,1.1828270759441648,1.1828270759441648,1.5019444444444445,0.001296296296296351,0.0,150.0,9.0,2.0,0.0,23200.0,63710.5,0.0,0.0019444444444445264
