bus,region_name,beta_i,gfm_bess_capacity_GW,GFM_strength_installed,GFL_exposure_peak,min_kappa,mean_kappa,p05_kappa
2,AT1 0,0.9970238095238095,16.30741926833019,1667.3709634165095,1667.3709634165095,-833.6854817082547,-819.2273331405513,-833.6854817082547
16,GB0 0,0.9970238095238095,15.336464483767259,3340.323224188363,3340.323224188363,-1670.1616120941812,-1640.9183566315173,-1670.1616120941812
14,FI2 0,0.9910714285714286,19.738328480199357,1408.4164240099678,1408.4164240099678,-704.2082120049838,-687.1050071643434,-704.2082120049838
15,FR1 0,0.9880952380952381,14.908767180838533,4092.4383590419266,4092.4383590419266,-2046.2191795209633,-1966.0179927050451,-2046.2191795209628
35,SE2 0,0.9880952380952381,13.618415450306856,1724.9207725153428,1724.9207725153428,-862.4603862576714,-837.3661585879241,-862.4603862576714
6,CH1 0,0.9851190476190477,14.917198213833954,1849.3599106916975,1849.3599106916975,-924.6799553458488,-883.7486469715238,-924.6799553458488
12,ES1 0,0.9821428571428571,0.0,1960.6991416588062,1960.6991416588062,-980.3495708294031,-927.2645192596768,-980.3495708294031
23,IT3 0,0.9821428571428571,20.640865479047626,1079.5432739523812,1079.5432739523812,-539.7716369761906,-515.2203086617212,-539.7716369761906
8,DE1 0,0.9761904761904762,14.300483831829357,2768.0241915914676,2768.0241915914676,-1384.0120957957342,-1315.8913107888595,-1384.0120957957342
31,PL1 0,0.9732142857142857,26.655918812119936,1533.795940605997,1533.795940605997,-766.8979703029984,-716.5980729425211,-766.8979703029984
4,BE1 0,0.9434523809523809,21.520304536556125,1377.0152268278064,1377.0152268278064,-688.5076134139033,-624.5258406840369,-688.5076134139033
22,IT1 0,0.9404761904761905,9.825211873840171,3378.2605936920086,3378.2605936920086,-1689.1302968460045,-1393.3554441297451,-1689.1302968460045
7,CZ1 0,0.9375,17.110900280825543,1183.545014041277,1183.545014041277,-591.7725070206386,-481.328075532516,-591.7725070206386
33,RO1 0,0.8958333333333334,15.18315893924225,1221.1579469621124,1221.1579469621124,-610.5789734810562,-423.3350186162648,-610.5789734810562
20,HU1 0,0.8928571428571429,16.300679056092825,958.5339528046412,958.5339528046411,-479.26697640232055,-328.37070446991976,-479.26697640232055
18,GR1 0,0.6785714285714286,16.985696841638266,1207.2848420819132,1207.2848420819132,-603.6424210409566,-30.436030773392044,-603.6424210409566
21,IE5 0,0.5952380952380952,13.66775716162366,918.387858081183,918.387858081183,-459.19392904059157,99.01990095091655,-459.19392904059157
29,NL1 0,0.5148809523809523,20.996678128256224,1594.8339064128113,1594.8339064128113,-797.4169532064057,341.7426428786667,-797.4169532064057
30,NO2 0,0.4851190476190476,7.28740440764319,1842.8702203821595,1842.8702203821595,-921.4351101910797,501.85305108621367,-921.4351101910797
9,DK1 0,0.27380952380952384,20.630945812713975,1051.5472906356988,1051.5472906356988,-525.7736453178493,615.8541363359267,-525.7736453178493
5,BG1 0,0.22916666666666666,13.916652144813709,899.3326072406853,899.3326072406853,-449.66630362034266,597.5265010241434,-449.66630362034266
19,HR1 0,0.16666666666666666,10.630507424753214,659.5253712376607,659.5253712376607,-329.76268561883035,492.8546623266466,-329.76268561883035
17,GB5 0,0.08333333333333333,16.5299021013136,873.99510506568,873.9951050656801,-436.99755253284025,737.7624094362747,-401.00489493431996
32,PT1 0,0.0744047619047619,0.0,461.6349299486853,461.6349299486853,-230.8174649743426,410.1562622173534,-230.8174649743426
24,LT6 0,0.07142857142857142,10.1,600.0,600.0,-300.0,541.0863116925885,-150.0
10,DK2 0,0.047619047619047616,13.3463564059194,699.81782029597,699.81782029597,-349.9089101479851,634.3627660577926,21.546172044550076
37,SK1 0,0.044642857142857144,7.760000000000001,600.0,600.0,-300.0,560.9595034606007,525.0
11,EE6 0,0.041666666666666664,8.0,400.0,400.0,-200.0,378.57142857142856,250.0
34,RS1 0,0.03571428571428571,4.620000000000001,400.00000000000006,400.0,-200.0,380.12774852876413,400.0
1,AL1 0,0.020833333333333332,0.001,86.55,86.55000000000001,-43.275000000000006,83.72477678571424,85.05000000000001
36,SI1 0,0.017857142857142856,3.25,300.0,300.0,-150.0,292.85714285714283,300.0
27,ME1 0,0.01488095238095238,2.31,150.0,150.0,-75.0,146.65178571428572,150.0
25,LU1 0,0.011904761904761904,6.35,450.0,450.0,-225.0,424.7767857142857,150.0
3,BA1 0,0.005952380952380952,0.05516666666666667,97.75833333333334,97.75833333333333,-48.87916666666665,95.76941964285726,97.75833333333334
26,LV6 0,0.005952380952380952,0.001,120.05,120.05,-60.02499999999999,117.99464285714298,118.55
28,MK1 0,0.005952380952380952,2.0,100.0,100.0,-50.0,89.50892857142857,25.0
13,ES4 0,0.002976190476190476,0.0,42.897671749927305,42.897671749927305,-21.448835874963656,42.44823473590587,42.8976717499273
