snapshot,mu_t,min_mu_t_alpha_1p5,gSCR_t,relative_margin_rG,min_kappa,median_kappa,min_kappa_bus,binding_node_count,violating_node_count,total_GFL_exposure,total_GFM_strength,local_relative_slack_min,gershgorin_conservatism_gap
1.0,-1760.749998100755,-1760.749998100755,0.9999999999999991,-0.3333333333333339,-1951.0929119199595,115.75,15.0,14.0,14.0,26052.08031011836,41626.294591034144,-1300.7286079466396,1950.5929119199595
2.0,-1764.5738136604496,-1764.5738136604496,0.9999999999999994,-0.3333333333333337,-1951.0929119199595,75.0,15.0,16.0,16.0,29524.86313024023,41703.09699878854,-1300.7286079466396,1950.5929119199595
3.0,-1763.0758030181464,-1763.0758030181464,1.0,-0.3333333333333333,-1951.0929119199595,115.75,15.0,14.0,14.0,27448.51805909101,42023.18441410396,-1300.7286079466396,1950.5929119199595
4.0,-1788.3952059879632,-1788.3952059879632,0.9999999999999996,-0.33333333333333365,-1975.3531082443237,100.0,15.0,15.0,15.0,28722.827478204388,42158.57478564291,-1316.9020721628824,1974.8531082443237
5.0,-1788.3634423998408,-1788.3634423998408,1.0,-0.3333333333333333,-1975.3531082443237,115.75,15.0,14.0,14.0,27698.029904344523,42239.133584276446,-1316.9020721628824,1974.8531082443237
6.0,-1809.6782257138805,-1809.6782257138805,0.9999999999999994,-0.3333333333333337,-1996.115860938893,42.8976717499273,15.0,18.0,18.0,33748.532079472185,42640.40640897981,-1330.7439072925954,1995.615860938893
7.0,-1809.7183037261634,-1809.7183037261634,0.9999999999999996,-0.33333333333333365,-1996.115860938893,-452.7825999999943,15.0,19.0,19.0,34717.16819832616,42707.77732783379,-1330.7439072925954,1995.615860938893
8.0,-1809.718306410759,-1809.718306410759,0.9999999999999992,-0.33333333333333387,-1996.115860938893,-452.7825999999943,15.0,21.0,21.0,36476.0261768045,42707.77732783379,-1330.7439072925954,1995.615860938893
9.0,-1851.2237179912747,-1851.2237179912747,0.9999999999999997,-0.33333333333333354,-2038.4274485124524,-452.7825999999943,15.0,26.0,26.0,39206.219179105814,42837.970330135104,-1358.9516323416349,2037.9274485124524
10.0,-1851.2509537445849,-1851.2509537445849,0.9999999999999993,-0.33333333333333376,-2038.4274485124524,-452.7825999999943,15.0,29.0,29.0,40918.199671393,42978.770787407935,-1358.9516323416349,2037.9274485124524
