H,b_block,carrier,cost_inv_block,gen_bus,gen_status,gscr_rhs_uses_nameplate,id,index,marginal_cost,n_block0,n_block_max,na0,na0_corrected,na0_correction_policy,name,p_block_max,p_block_max_pu,p_block_min,p_block_min_pu,pg,pmax,pmin,q_block_max,q_block_min,qg,qmax,qmin,shutdown_block_cost,startup_block_cost,type
0.0,0.0,offwind-dc,2.1344257162772287e7,19,1,true,148,148,0.015000000000000003,0,41,0.0,false,clip_na0_to_n0,HR1 0 offwind-dc,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,onwind,4.804294400998315e6,19,1,true,149,149,0.015000000000000001,15,1534,1.0,false,clip_na0_to_n0,HR1 0 onwind,50.0,0.013737069511664257,0.0,0.0,0.0,10.828931896044935,0.0,0.0,0.0,0.0,10.828931896044935,-10.828931896044935,0.0,0.0,gfl
0.0,0.0,solar,1.7801035621902226e6,19,1,true,151,151,0.010000000000000002,1,1623,1.0,false,clip_na0_to_n0,HR1 0 solar,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,onwind,4.804294400998315e6,20,1,true,157,157,0.015000000000000001,6,2743,1.0,false,clip_na0_to_n0,HU1 0 onwind,50.0,0.1046531246376868,0.0,0.0,0.0,33.80295925797284,0.0,0.0,0.0,0.0,33.80295925797284,-33.80295925797284,0.0,0.0,gfl
0.0,0.0,solar,1.7801035621902226e6,20,1,true,159,159,0.010000000000000002,39,6015,1.0,false,clip_na0_to_n0,HU1 0 solar,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,offwind-ac,1.8938226140537657e7,21,1,true,163,163,0.015000000000000005,1,140,1.0,false,clip_na0_to_n0,IE5 0 offwind-ac,100.0,0.4330394774515242,0.0,0.0,0.0,10.664424398798852,0.0,0.0,0.0,0.0,10.664424398798852,-10.664424398798852,0.0,0.0,gfl
0.0,0.0,offwind-dc,2.1344257162772287e7,21,1,true,164,164,0.015000000000000003,0,3,0.0,false,clip_na0_to_n0,IE5 0 offwind-dc,100.0,0.3212444149606448,0.0,0.0,0.0,0.15289970814729,0.0,0.0,0.0,0.0,0.15289970814729,-0.15289970814729,0.0,0.0,gfl
0.0,0.0,onwind,4.804294400998315e6,21,1,true,166,166,0.015000000000000001,85,2819,1.0,false,clip_na0_to_n0,IE5 0 onwind,50.0,0.22980679890781558,0.0,0.0,0.0,982.3459310192827,0.0,0.0,0.0,0.0,982.3459310192827,-982.3459310192827,0.0,0.0,gfl
0.0,0.0,solar,1.7801035621902226e6,21,1,true,168,168,0.010000000000000002,1,4404,1.0,false,clip_na0_to_n0,IE5 0 solar,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,offwind-ac,1.8938226140537657e7,22,1,true,173,173,0.015000000000000005,0,385,0.0,true,clip_na0_to_n0,IT1 0 offwind-ac,100.0,0.19312071842931958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,offwind-dc,2.1344257162772287e7,22,1,true,174,174,0.015000000000000003,0,29,0.0,false,clip_na0_to_n0,IT1 0 offwind-dc,100.0,0.39092067176839806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,gfl
0.0,0.0,onwind,4.804294400998315e6,22,1,true,175,175,0.015000000000000001,173,9325,1.0,false,clip_na0_to_n0,IT1 0 onwind,50.0,0.10538034221860822,0.0,0.0,0.0,914.9826621035501,0.0,0.0,0.0,0.0,914.9826621035501,-914.9826621035501,0.0,0.0,gfl
