snapshot,mu_t,min_mu_t_alpha_1p5,gSCR_t,relative_margin_rG,min_kappa,median_kappa,min_kappa_bus,binding_node_count,violating_node_count,total_GFL_exposure,total_GFM_strength,local_relative_slack_min,gershgorin_conservatism_gap
1.0,222.74763554675664,222.74763554675664,3.005745557391978,1.003830371594652,150.0,5282.5,28.0,0.0,0.0,354640.0,1.083798e6,100.0,-148.49425444260802
2.0,222.74763554675843,222.74763554675843,3.005745557391979,1.0038303715946526,150.0,5282.5,28.0,0.0,0.0,354590.0,1.083798e6,100.0,-148.49425444260802
3.0,222.7476355467649,222.7476355467649,3.005745557391979,1.0038303715946526,150.0,5282.5,28.0,0.0,0.0,354690.0,1.083798e6,100.0,-148.49425444260802
4.0,222.74763554677122,222.74763554677122,3.005745557391979,1.0038303715946526,150.0,5282.5,28.0,0.0,0.0,355140.0,1.083798e6,100.0,-148.49425444260802
5.0,222.74763554676846,222.74763554676846,3.0057455573919802,1.0038303715946535,150.0,5282.5,28.0,0.0,0.0,355640.0,1.083798e6,100.0,-148.49425444260802
6.0,222.7476355467611,222.7476355467611,3.0057455573919776,1.0038303715946517,150.0,5282.5,28.0,0.0,0.0,356990.0,1.083798e6,100.0,-148.49425444260802
7.0,222.74763554675351,222.74763554675351,3.0057455573919785,1.0038303715946524,150.0,5282.5,28.0,0.0,0.0,357390.0,1.083798e6,100.0,-148.49425444260802
8.0,222.74763554675732,222.74763554675732,3.005745557391979,1.0038303715946526,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0838055e6,100.0,-148.49425444260802
9.0,222.74763554675732,222.74763554675732,3.005745557391979,1.0038303715946526,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0838055e6,100.0,-148.49425444260802
10.0,222.74763554675732,222.74763554675732,3.005745557391979,1.0038303715946526,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0838055e6,100.0,-148.49425444260802
11.0,222.74763554676025,222.74763554676025,3.0057299332628946,1.0038199555085965,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0837905e6,100.0,-148.4942700667371
12.0,222.74763554676025,222.74763554676025,3.0057299332628946,1.0038199555085965,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0837905e6,100.0,-148.4942700667371
13.0,222.74763554675926,222.74763554675926,3.0057299332628937,1.0038199555085958,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0838055e6,100.0,-148.4942700667371
14.0,222.74763554675926,222.74763554675926,3.0057299332628937,1.0038199555085958,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0838055e6,100.0,-148.4942700667371
15.0,222.74763554675926,222.74763554675926,3.0057299332628937,1.0038199555085958,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0838055e6,100.0,-148.4942700667371
16.0,222.747635546763,222.747635546763,3.005729933262476,1.0038199555083172,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0837905e6,100.0,-148.49427006673753
17.0,222.74763554676852,222.74763554676852,3.0057299332549317,1.0038199555032878,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0837755e6,100.0,-148.49427006674506
18.0,222.74763554676852,222.74763554676852,3.0057299332549317,1.0038199555032878,150.0,5282.5,28.0,0.0,0.0,357390.0,1.0837755e6,100.0,-148.49427006674506
